brand,model,transmission,make_year,reg_year,fuel_type,engine_capacity(CC),km_driven,ownership,price,overall_cost,has_insurance,spare_key,reg_number,title
Maruti,Celerio ZXI PLUS AGS,Automatic,2021,,Petrol,998.0,3760,2nd owner,630000,12326,False,No,TS08,2021 Maruti Celerio ZXI PLUS AGS
Maruti,Celerio ZXI PLUS,Manual,2021,,Petrol,998.0,22245,1st owner,555000,10844,True,No,KA53,2021 Maruti Celerio ZXI PLUS
Maruti,Celerio ZXI PLUS,Manual,2021,,Petrol,998.0,8254,1st owner,588000,11496,False,No,KA25,2021 Maruti Celerio ZXI PLUS
Maruti,Celerio ZXI AMT,Automatic,2021,,Petrol,,20754,1st owner,595000,11631,True,No,KA09,2021 Maruti Celerio ZXI AMT
Maruti,Celerio ZXI AMT,Automatic,2021,,Petrol,998.0,24059,1st owner,588000,11496,True,No,TS10,2021 Maruti Celerio ZXI AMT
Maruti,Baleno ZETA PETROL 1.2,Manual,2021,,Petrol,1197.0,52544,1st owner,721000,14096,True,No,TS13,2021 Maruti Baleno ZETA PETROL 1.2
Maruti,Baleno ZETA PETROL 1.2,Manual,2021,,Petrol,1197.0,56714,1st owner,717000,14017,True,No,TS04,2021 Maruti Baleno ZETA PETROL 1.2
Maruti,Baleno ZETA PETROL 1.2,Manual,2021,,Petrol,1197.0,23262,1st owner,702000,13727,False,No,TS08,2021 Maruti Baleno ZETA PETROL 1.2
Maruti,Baleno ZETA PETROL 1.2,Manual,2021,,Petrol,1197.0,46568,1st owner,731000,14291,False,Yes,TS10,2021 Maruti Baleno ZETA PETROL 1.2
Maruti,Baleno ZETA PETROL 1.2,Manual,2021,,Petrol,1197.0,23937,1st owner,696000,13613,False,Yes,MH43,2021 Maruti Baleno ZETA PETROL 1.2
Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2021,1/7/2021,Petrol,1197.0,39272,2nd owner,710000,13877,False,No,HR26,2021 Maruti Baleno ZETA CVT PETROL 1.2
Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2021,,Petrol,1197.0,31935,1st owner,835000,15893,False,No,KA06,2021 Maruti Baleno ZETA CVT PETROL 1.2
Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2021,,Petrol,1197.0,9867,1st owner,817000,15551,False,No,KA05,2021 Maruti Baleno ZETA CVT PETROL 1.2
Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2021,,Petrol,1197.0,42378,1st owner,801000,15246,False,No,KA50,2021 Maruti Baleno ZETA CVT PETROL 1.2
Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2021,,Petrol,1197.0,25338,2nd owner,714000,13956,False,No,TS09,2021 Maruti Baleno ZETA CVT PETROL 1.2
Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2021,,Petrol,1197.0,16690,1st owner,779000,15220,True,Yes,MH04,2021 Maruti Baleno ZETA CVT PETROL 1.2
Maruti,Baleno SIGMA PETROL 1.2,Manual,2021,1/9/2021,Petrol,1197.0,11344,1st owner,574000,11230,False,Yes,DL3C,2021 Maruti Baleno SIGMA PETROL 1.2
Maruti,Baleno SIGMA PETROL 1.2,Manual,2021,1/7/2021,Petrol,1197.0,20654,1st owner,603000,11796,True,No,DL3C,2021 Maruti Baleno SIGMA PETROL 1.2
Maruti,Baleno DELTA PETROL 1.2,Manual,2021,1/7/2021,Petrol,1197.0,28415,1st owner,638000,12473,True,Yes,HR50,2021 Maruti Baleno DELTA PETROL 1.2
Maruti,Baleno DELTA PETROL 1.2,Manual,2021,1/1/2022,Petrol,1197.0,29923,1st owner,606000,11844,True,No,HR26,2021 Maruti Baleno DELTA PETROL 1.2
Maruti,Baleno DELTA PETROL 1.2,Manual,2021,1/10/2021,Petrol,1197.0,41436,1st owner,591000,11554,False,No,HR87,2021 Maruti Baleno DELTA PETROL 1.2
Maruti,Baleno DELTA PETROL 1.2,Manual,2021,1/8/2021,Petrol,1197.0,25705,1st owner,669000,13079,True,No,UP32,2021 Maruti Baleno DELTA PETROL 1.2
Maruti,Baleno DELTA PETROL 1.2,Manual,2021,1/4/2021,Petrol,1197.0,20120,1st owner,644000,12582,True,Yes,UP16,2021 Maruti Baleno DELTA PETROL 1.2
Maruti,Baleno DELTA PETROL 1.2,Manual,2021,1/7/2021,Petrol,1197.0,33986,1st owner,644000,12582,False,Yes,UP14,2021 Maruti Baleno DELTA PETROL 1.2
Maruti,Baleno DELTA CVT PETROL 1.2,Automatic,2021,,Petrol,1197.0,19123,1st owner,811000,15436,True,No,KA09,2021 Maruti Baleno DELTA CVT PETROL 1.2
Maruti,Baleno ALPHA CVT PETROL 1.2,Automatic,2021,,Petrol,1197.0,48361,1st owner,823000,15667,True,No,TS07,2021 Maruti Baleno ALPHA CVT PETROL 1.2
Maruti,Alto VXI PLUS,Manual,2021,,Petrol,796.0,29878,2nd owner,379000,7416,False,No,KA53,2021 Maruti Alto VXI PLUS
Maruti,Alto VXI PLUS,Manual,2021,,Petrol,796.0,24463,1st owner,367000,7175,False,No,TS15,2021 Maruti Alto VXI PLUS
Maruti,Alto VXI,Manual,2021,1/6/2021,Petrol,796.0,9171,2nd owner,358000,7000,True,No,DL5C,2021 Maruti Alto VXI
Maruti,Alto VXI,Manual,2021,,Petrol,796.0,45381,1st owner,358000,6996,True,No,TG07,2021 Maruti Alto VXI
Maruti,Alto LXI,Manual,2021,1/4/2021,Petrol,796.0,8945,1st owner,364000,7116,False,No,HR29,2021 Maruti Alto LXI
Maruti,Alto LXI,Manual,2021,,Petrol,796.0,26866,1st owner,334000,6537,False,Yes,MH04,2021 Maruti Alto LXI
Mahindra,XUV700 AX 7 P MT 7 STR,Manual,2021,,Petrol,1997.0,52387,1st owner,1833000,34889,True,No,TS07,2021 Mahindra XUV700 AX 7 P MT 7 STR
Mahindra,XUV700 AX 5 P MT 7 STR,Manual,2021,1/11/2021,Petrol,1997.0,37303,1st owner,1473000,28037,True,Yes,DL8C,2021 Mahindra XUV700 AX 5 P MT 7 STR
Mahindra,XUV500 W9 AT,Automatic,2021,,Diesel,2179.0,38700,1st owner,1631000,31045,True,Yes,KA51,2021 Mahindra XUV500 W9 AT
Mahindra,XUV500 W9,Manual,2021,,Diesel,2179.0,59716,1st owner,1466000,27904,True,No,TS08,2021 Mahindra XUV500 W9
Mahindra,XUV500 W7 AT,Automatic,2021,1/4/2021,Diesel,2179.0,25366,1st owner,1400000,26644,True,No,HR29,2021 Mahindra XUV500 W7 AT
Mahindra,XUV300 W8(O) 1.2 PETROL DUAL TONE,Manual,2021,1/10/2021,Petrol,1197.0,12532,1st owner,1011000,19250,True,Yes,DL12,2021 Mahindra XUV300 W8(O) 1.2 PETROL DUAL TONE
Mahindra,XUV300 W8 (O) 1.5 DIESEL,Manual,2021,1/7/2021,Diesel,1497.0,18252,2nd owner,961000,18292,False,No,UP14,2021 Mahindra XUV300 W8 (O) 1.5 DIESEL
Mahindra,XUV300 W8 (O) 1.5 DIESEL,Manual,2021,,Diesel,1497.0,38811,2nd owner,1066000,20290,False,No,KA17,2021 Mahindra XUV300 W8 (O) 1.5 DIESEL
Mahindra,XUV300 W8 (O) 1.2 PETROL AMT,Automatic,2021,1/7/2021,Petrol,1197.0,16848,1st owner,1108000,21084,True,No,HR98,2021 Mahindra XUV300 W8 (O) 1.2 PETROL AMT
Mahindra,XUV300 W8 (O) 1.2 PETROL AMT,Automatic,2021,,Petrol,1197.0,41278,1st owner,953000,18133,True,No,MH03,2021 Mahindra XUV300 W8 (O) 1.2 PETROL AMT
Mahindra,XUV300 W8 (O) 1.2 PETROL,Manual,2021,,Petrol,1197.0,6528,1st owner,1122000,21351,True,No,KA03,2021 Mahindra XUV300 W8 (O) 1.2 PETROL
Mahindra,XUV300 W8 (O) 1.2 PETROL,Manual,2021,,Petrol,1197.0,9715,1st owner,1046000,19917,True,No,KA51,2021 Mahindra XUV300 W8 (O) 1.2 PETROL
Mahindra,XUV300 W8 (O) 1.2 PETROL,Manual,2021,,Petrol,1197.0,32102,1st owner,1055000,20075,False,Yes,TS07,2021 Mahindra XUV300 W8 (O) 1.2 PETROL
Mahindra,XUV300 W8 (O) 1.2 PETROL,Manual,2021,,Petrol,1197.0,15802,2nd owner,1022000,19444,True,No,TS07,2021 Mahindra XUV300 W8 (O) 1.2 PETROL
Mahindra,XUV300 W6 1.2 PETROL AMT,Automatic,2021,,Petrol,1197.0,7931,1st owner,942000,17936,True,Yes,KA05,2021 Mahindra XUV300 W6 1.2 PETROL AMT
Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2021,1/9/2021,Petrol,1997.0,31332,1st owner,1318000,25087,False,No,DL1C,2021 Mahindra Thar LX PETROL HT 4WD AT
Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2021,1/11/2021,Petrol,1997.0,25411,1st owner,1365000,25982,False,Yes,DL8C,2021 Mahindra Thar LX PETROL HT 4WD AT
Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2021,1/9/2021,Petrol,1997.0,30914,1st owner,1340000,25506,True,No,UP16,2021 Mahindra Thar LX PETROL HT 4WD AT
Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2021,1/2/2021,Petrol,1997.0,38659,2nd owner,1231000,23431,False,No,HR98,2021 Mahindra Thar LX PETROL HT 4WD AT
Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2021,1/8/2021,Petrol,1997.0,19467,1st owner,1334000,25391,True,Yes,HR98,2021 Mahindra Thar LX PETROL HT 4WD AT
Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2021,,Petrol,1997.0,23204,2nd owner,1489000,28342,False,No,KA03,2021 Mahindra Thar LX PETROL HT 4WD AT
Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2021,,Petrol,1997.0,31529,1st owner,1374000,26153,True,Yes,KA01,2021 Mahindra Thar LX PETROL HT 4WD AT
Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2021,,Petrol,1997.0,12287,1st owner,1475000,28066,False,No,TS11,2021 Mahindra Thar LX PETROL HT 4WD AT
Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2021,,Petrol,1997.0,50721,1st owner,1430000,27211,True,No,TS07,2021 Mahindra Thar LX PETROL HT 4WD AT
Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2021,,Petrol,1997.0,21051,1st owner,1451000,27622,True,Yes,MH12,2021 Mahindra Thar LX PETROL HT 4WD AT
Mahindra,Thar LX D 4WD AT CONVERTIBLE,Automatic,2021,,Diesel,2184.0,24914,2nd owner,1332000,25353,True,No,TS07,2021 Mahindra Thar LX D 4WD AT CONVERTIBLE
Mahindra,Thar LX  P 4WD AT CONVERTIBLE,Automatic,2021,,Petrol,1997.0,52188,1st owner,1365000,25982,True,Yes,KA03,2021 Mahindra Thar LX  P 4WD AT CONVERTIBLE
Mahindra,Thar LX  P 4WD AT CONVERTIBLE,Automatic,2021,,Petrol,1997.0,54460,1st owner,1364000,25962,True,No,KA05,2021 Mahindra Thar LX  P 4WD AT CONVERTIBLE
Mahindra,Thar LX  P 4WD AT CONVERTIBLE,Automatic,2021,,Petrol,1997.0,36469,2nd owner,1349000,25685,False,No,KA05,2021 Mahindra Thar LX  P 4WD AT CONVERTIBLE
Mahindra,Scorpio S11 2WD,Manual,2021,1/9/2021,Diesel,2179.0,68721,1st owner,1480000,28170,True,No,UP14,2021 Mahindra Scorpio S11 2WD
Mahindra,Bolero B6 (O),Manual,2021,1/8/2021,Diesel,1493.0,35315,1st owner,860000,16369,True,Yes,UP37,2021 Mahindra Bolero B6 (O)
KIA,SONET HTX PLUS 1.0 IMT,Manual,2021,,Petrol,998.0,26837,2nd owner,927000,17645,True,No,TS08,2021 KIA SONET HTX PLUS 1.0 IMT
KIA,SONET HTX 1.5,Manual,2021,1/2/2021,Diesel,1493.0,28209,1st owner,979000,18634,True,No,HR98,2021 KIA SONET HTX 1.5
KIA,SONET HTK PLUS 1.0 DCT,Automatic,2021,,Petrol,998.0,35983,1st owner,988000,18806,False,No,KA09,2021 KIA SONET HTK PLUS 1.0 DCT
KIA,SONET GTX PLUS 1.5 AT,Automatic,2021,,Diesel,1493.0,27903,1st owner,1270000,24173,False,No,KA03,2021 KIA SONET GTX PLUS 1.5 AT
KIA,SONET GTX PLUS 1.0 IMT,Manual,2021,,Petrol,998.0,40234,1st owner,1060000,20176,True,Yes,TS04,2021 KIA SONET GTX PLUS 1.0 IMT
KIA,SELTOS HTX PLUS 1.5 DIESEL,Manual,2021,,Diesel,1493.0,39132,1st owner,1464000,27866,True,Yes,KA03,2021 KIA SELTOS HTX PLUS 1.5 DIESEL
KIA,SELTOS HTX ANNIVERSARY EDITION 1.5 PETROL,Manual,2021,1/7/2021,Petrol,1497.0,26456,1st owner,1221000,23241,True,No,UP14,2021 KIA SELTOS HTX ANNIVERSARY EDITION 1.5 PETROL
KIA,SELTOS HTX 1.5 PETROL,Manual,2021,,Petrol,1497.0,44031,2nd owner,1253000,23850,True,No,KA05,2021 KIA SELTOS HTX 1.5 PETROL
KIA,SELTOS HTX 1.5 DIESEL,Manual,2021,,Diesel,1493.0,55645,1st owner,1393000,26514,True,No,TS30,2021 KIA SELTOS HTX 1.5 DIESEL
KIA,SELTOS HTX 1.5 CVT PETROL,Automatic,2021,,Petrol,1497.0,44608,1st owner,1441000,27435,True,No,KA04,2021 KIA SELTOS HTX 1.5 CVT PETROL
KIA,SELTOS HTK PLUS AT 1.5 DIESEL,Automatic,2021,,Diesel,1493.0,42363,1st owner,1273000,24230,False,Yes,KA53,2021 KIA SELTOS HTK PLUS AT 1.5 DIESEL
KIA,SELTOS HTK PLUS 1.5 IMT,Manual,2021,1/9/2021,Petrol,1497.0,38307,1st owner,1058000,20138,False,No,DL9C,2021 KIA SELTOS HTK PLUS 1.5 IMT
KIA,SELTOS HTK PLUS 1.5 IMT,Manual,2021,,Petrol,1497.0,22145,1st owner,1179000,22441,False,Yes,KA03,2021 KIA SELTOS HTK PLUS 1.5 IMT
KIA,SELTOS HTK PLUS 1.5 IMT,Manual,2021,,Petrol,1497.0,21215,1st owner,1186000,22574,False,Yes,KA01,2021 KIA SELTOS HTK PLUS 1.5 IMT
KIA,SELTOS HTK PLUS 1.5 DIESEL,Manual,2021,,Diesel,1493.0,48799,1st owner,1270000,24173,False,No,TS08,2021 KIA SELTOS HTK PLUS 1.5 DIESEL
KIA,SELTOS HTK PLUS 1.5,Manual,2021,,Petrol,1497.0,34663,1st owner,1147000,21832,False,No,TS15,2021 KIA SELTOS HTK PLUS 1.5
KIA,SELTOS HTK PLUS 1.5,Manual,2021,,Petrol,1497.0,30216,1st owner,1043000,19853,False,Yes,MH02,2021 KIA SELTOS HTK PLUS 1.5
KIA,SELTOS HTE 1.5 DIESEL,Manual,2021,1/9/2021,Diesel,1493.0,71040,1st owner,980000,18653,False,No,HR98,2021 KIA SELTOS HTE 1.5 DIESEL
KIA,SELTOS GTX PLUS DCT 1.4 PETROL,Automatic,2021,1/4/2021,Petrol,1353.0,13153,1st owner,1491000,28380,True,No,HR51,2021 KIA SELTOS GTX PLUS DCT 1.4 PETROL
KIA,SELTOS GTX PLUS DCT 1.4 PETROL,Automatic,2021,,Petrol,1353.0,56977,1st owner,1482000,28209,False,Yes,TS07,2021 KIA SELTOS GTX PLUS DCT 1.4 PETROL
KIA,SELTOS GTX PLUS DCT 1.4 PETROL,Automatic,2021,,Petrol,1353.0,33728,2nd owner,1413000,26895,True,Yes,MH02,2021 KIA SELTOS GTX PLUS DCT 1.4 PETROL
KIA,SELTOS GTX PLUS AT 1.5 DIESEL,Automatic,2021,1/1/2022,Diesel,1493.0,66666,1st owner,1492000,28399,True,Yes,UP14,2021 KIA SELTOS GTX PLUS AT 1.5 DIESEL
KIA,SELTOS GTX PLUS 1.4 PETROL DCT DUAL TONE,Automatic,2021,,Petrol,1353.0,30378,1st owner,1570000,29889,True,No,KA03,2021 KIA SELTOS GTX PLUS 1.4 PETROL DCT DUAL TONE
Hyundai,XCENT PRIME 	T+ CNG,Manual,2021,1/10/2021,CNG,1197.0,30541,1st owner,631000,12336,False,No,DL5C,2021 Hyundai XCENT PRIME 	T+ CNG
Hyundai,Verna SX 1.5 VTVT IVT,Automatic,2021,,Petrol,1497.0,37842,1st owner,1224000,23298,True,No,TS12,2021 Hyundai Verna SX 1.5 VTVT IVT
Hyundai,Verna SX (O) 1.5 VTVT IVT,Automatic,2021,,Petrol,1497.0,26949,2nd owner,1269000,24146,True,Yes,KA03,2021 Hyundai Verna SX (O) 1.5 VTVT IVT
Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2021,,Petrol,998.0,30322,1st owner,1041000,19814,True,No,KA05,2021 Hyundai VENUE SX PLUS 1.0 TURBO DCT
Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2021,,Petrol,998.0,42031,1st owner,1037000,19738,True,No,KA25,2021 Hyundai VENUE SX PLUS 1.0 TURBO DCT
Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2021,,Petrol,998.0,56036,1st owner,1031000,19624,False,No,TS09,2021 Hyundai VENUE SX PLUS 1.0 TURBO DCT
Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2021,,Petrol,998.0,48355,1st owner,925000,17607,False,Yes,MH02,2021 Hyundai VENUE SX PLUS 1.0 TURBO DCT
Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2021,,Petrol,998.0,19689,1st owner,1004000,19110,True,No,MH04,2021 Hyundai VENUE SX PLUS 1.0 TURBO DCT
Hyundai,VENUE SX 1.0 TURBO IMT,Manual,2021,1/7/2021,Petrol,998.0,39415,1st owner,886000,16856,True,No,UP14,2021 Hyundai VENUE SX 1.0 TURBO IMT
Hyundai,VENUE SX 1.0 TURBO IMT,Manual,2021,1/12/2021,Petrol,998.0,50568,1st owner,881000,16769,True,No,DL7C,2021 Hyundai VENUE SX 1.0 TURBO IMT
Hyundai,VENUE SX 1.0 TURBO IMT,Manual,2021,,Petrol,998.0,16920,1st owner,928000,17664,True,Yes,KA05,2021 Hyundai VENUE SX 1.0 TURBO IMT
Hyundai,VENUE SX 1.0 TURBO IMT,Manual,2021,,Petrol,998.0,15020,1st owner,936000,17816,False,Yes,MH43,2021 Hyundai VENUE SX 1.0 TURBO IMT
Hyundai,VENUE SX 1.0 TURBO IMT,Manual,2021,,Petrol,998.0,16372,1st owner,924000,17587,True,Yes,MH01,2021 Hyundai VENUE SX 1.0 TURBO IMT
Hyundai,VENUE SX 1.0 TURBO,Manual,2021,,Petrol,998.0,23592,1st owner,1010000,19224,False,No,KA01,2021 Hyundai VENUE SX 1.0 TURBO
Hyundai,VENUE SX 1.0 TURBO,Manual,2021,,Petrol,998.0,25926,1st owner,1018000,19377,True,No,KA05,2021 Hyundai VENUE SX 1.0 TURBO
Hyundai,VENUE SX 1.0 TURBO,Manual,2021,,Petrol,998.0,22735,1st owner,911000,17340,True,No,TS10,2021 Hyundai VENUE SX 1.0 TURBO
Hyundai,VENUE SX 1.0 (O) TURBO IMT,Manual,2021,,Petrol,998.0,17981,1st owner,1059000,20157,True,No,KA53,2021 Hyundai VENUE SX 1.0 (O) TURBO IMT
Hyundai,VENUE SX 1.0 (O) TURBO IMT,Manual,2021,,Petrol,998.0,19937,2nd owner,1127000,21451,False,No,KA04,2021 Hyundai VENUE SX 1.0 (O) TURBO IMT
Hyundai,VENUE SX 1.0 (O) TURBO,Manual,2021,,Petrol,998.0,24125,2nd owner,869000,16541,False,Yes,MH03,2021 Hyundai VENUE SX 1.0 (O) TURBO
Hyundai,VENUE S 1.2,Manual,2021,1/11/2021,Petrol,1197.0,19866,1st owner,765000,14949,True,Yes,HR29,2021 Hyundai VENUE S 1.2
Hyundai,VENUE S 1.0 TURBO IMT,Manual,2021,,Petrol,998.0,52639,1st owner,824000,15684,False,Yes,TS03,2021 Hyundai VENUE S 1.0 TURBO IMT
Hyundai,VENUE S 1.0 TURBO IMT,Manual,2021,,Petrol,998.0,57375,1st owner,820000,15602,True,Yes,TS13,2021 Hyundai VENUE S 1.0 TURBO IMT
Hyundai,VENUE S 1.0 TURBO IMT,Manual,2021,,Petrol,998.0,49880,1st owner,782000,15288,False,Yes,MH03,2021 Hyundai VENUE S 1.0 TURBO IMT
Hyundai,NEW SANTRO SPORTZ MT,Manual,2021,,Petrol,1086.0,23972,1st owner,554000,10835,True,No,KA41,2021 Hyundai NEW SANTRO SPORTZ MT
Hyundai,NEW SANTRO SPORTZ AMT,Automatic,2021,,Petrol,1086.0,29384,2nd owner,543000,10608,True,No,KA22,2021 Hyundai NEW SANTRO SPORTZ AMT
Hyundai,NEW SANTRO MAGNA AMT,Automatic,2021,,Petrol,1086.0,21104,1st owner,557000,10881,False,No,KA51,2021 Hyundai NEW SANTRO MAGNA AMT
Hyundai,NEW SANTRO MAGNA,Manual,2021,1/11/2021,Petrol,1086.0,13421,1st owner,472000,9228,True,No,DL9C,2021 Hyundai NEW SANTRO MAGNA
Hyundai,NEW SANTRO ERA EXECUTIVE,Manual,2021,,Petrol,1086.0,17789,1st owner,475000,9286,False,No,TS07,2021 Hyundai NEW SANTRO ERA EXECUTIVE
Hyundai,NEW I20 SPORTZ 1.2 MT,Manual,2021,1/11/2021,Petrol,1197.0,44186,1st owner,709000,13856,False,Yes,DL7C,2021 Hyundai NEW I20 SPORTZ 1.2 MT
Hyundai,NEW I20 N LINE N8 1.0 TURBO GDI IMT,Manual,2021,,Petrol,998.0,26841,1st owner,1032000,19639,True,No,KA05,2021 Hyundai NEW I20 N LINE N8 1.0 TURBO GDI IMT
Hyundai,NEW I20 ASTA 1.2 AT,Automatic,2021,,Petrol,1197.0,30962,2nd owner,863000,16418,True,No,KA51,2021 Hyundai NEW I20 ASTA 1.2 AT
Hyundai,NEW I20 ASTA 1.2 AT,Automatic,2021,,Petrol,1197.0,15831,1st owner,831000,15817,True,Yes,MH05,2021 Hyundai NEW I20 ASTA 1.2 AT
Hyundai,NEW I20  ASTA 1.0 TURBO IMT DUAL TONE,Manual,2021,,Petrol,998.0,26797,2nd owner,1008000,19186,False,Yes,KA01,2021 Hyundai NEW I20  ASTA 1.0 TURBO IMT DUAL TONE
Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Automatic,2021,,Petrol,1197.0,36554,1st owner,690000,13486,True,No,KA05,2021 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT
Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Automatic,2021,,Petrol,1197.0,50284,1st owner,684000,13374,True,No,TS36,2021 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT
Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Automatic,2021,,Petrol,1197.0,16808,1st owner,686000,13414,True,Yes,MH47,2021 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT
Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT DUAL TONE,Manual,2021,,Petrol,1197.0,29729,1st owner,672000,13146,True,No,KA51,2021 Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT DUAL TONE
Hyundai,GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT CNG,Manual,2021,1/7/2021,CNG,1197.0,19115,1st owner,610000,11933,True,No,DL5C,2021 Hyundai GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT CNG
Hyundai,GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT,Manual,2021,1/1/2022,Petrol,1197.0,14126,1st owner,553000,10813,True,Yes,UP16,2021 Hyundai GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT
Hyundai,GRAND I10 NIOS ERA 1.2 KAPPA VTVT,Manual,2021,,Petrol,1197.0,44329,1st owner,541000,10580,True,No,KA02,2021 Hyundai GRAND I10 NIOS ERA 1.2 KAPPA VTVT
Hyundai,Creta SX (O) 1.4 TURBO DCT DUAL TONE,Automatic,2021,,Petrol,1353.0,21027,1st owner,1766000,33605,True,No,KA51,2021 Hyundai Creta SX (O) 1.4 TURBO DCT DUAL TONE
Hyundai,Creta SX (O) 1.4 TURBO DCT,Automatic,2021,,Petrol,1353.0,46110,1st owner,1535000,29217,True,No,TS09,2021 Hyundai Creta SX (O) 1.4 TURBO DCT
Hyundai,Creta SX (O) 1.4 TURBO DCT,Automatic,2021,,Petrol,1353.0,50026,1st owner,1601000,30474,False,No,TS07,2021 Hyundai Creta SX (O) 1.4 TURBO DCT
Hyundai,Creta EX 1.5 PETROL,Manual,2021,,Petrol,1497.0,20492,1st owner,1092000,20785,True,Yes,KA06,2021 Hyundai Creta EX 1.5 PETROL
Hyundai,AURA S 1.2,Manual,2021,1/11/2021,Petrol,1197.0,30058,1st owner,610000,11926,True,No,UP14,2021 Hyundai AURA S 1.2
Honda,WR-V 1.2L I-VTEC VX MT,Manual,2021,1/10/2021,Petrol,1199.0,44787,1st owner,796000,15561,False,No,UP32,2021 Honda WR-V 1.2L I-VTEC VX MT
Honda,Jazz 1.2L I-VTEC ZX CVT,Automatic,2021,,Petrol,1199.0,10102,1st owner,813000,15475,False,No,MH03,2021 Honda Jazz 1.2L I-VTEC ZX CVT
Honda,Jazz 1.2L I-VTEC V CVT,Automatic,2021,1/7/2021,Petrol,1199.0,30141,1st owner,786000,15359,True,No,DL4C,2021 Honda Jazz 1.2L I-VTEC V CVT
Honda,City 1.5L I-VTEC ZX CVT,Automatic,2021,,Petrol,1498.0,22827,1st owner,1238000,23572,True,No,MH02,2021 Honda City 1.5L I-VTEC ZX CVT
Honda,City 1.5L I-VTEC ZX,Manual,2021,1/4/2021,Petrol,1498.0,28398,1st owner,1078000,20519,True,No,HR36,2021 Honda City 1.5L I-VTEC ZX
Honda,City 1.5L I-VTEC ZX,Manual,2021,1/11/2021,Petrol,1498.0,5404,1st owner,1251000,23807,False,Yes,DL4C,2021 Honda City 1.5L I-VTEC ZX
Honda,City 1.5L I-VTEC VX,Manual,2021,,Petrol,1498.0,30309,1st owner,1043000,19853,True,No,KA01,2021 Honda City 1.5L I-VTEC VX
Ford,Ecosport TITANIUM 1.5L DIESEL,Manual,2021,1/7/2021,Diesel,1498.0,23480,1st owner,887000,16883,False,No,UP14,2021 Ford Ecosport TITANIUM 1.5L DIESEL
Ford,Ecosport TITANIUM 1.5L DIESEL,Manual,2021,1/7/2021,Diesel,1498.0,70310,1st owner,831000,15822,False,Yes,UP14,2021 Ford Ecosport TITANIUM 1.5L DIESEL
Ford,Ecosport TITANIUM 1.5L DIESEL,Manual,2021,1/4/2021,Diesel,1498.0,24617,1st owner,873000,16617,False,No,UP16,2021 Ford Ecosport TITANIUM 1.5L DIESEL
Ford,Ecosport TITANIUM 1.5 SPORTS(SUNROOF) PETROL,Manual,2021,,Petrol,,19893,2nd owner,1127000,21458,True,Yes,KA01,2021 Ford Ecosport TITANIUM 1.5 SPORTS(SUNROOF) PETROL
Datsun,Redi Go T(O) 1.0,Manual,2021,,Petrol,999.0,20686,1st owner,489000,9553,True,No,KA03,2021 Datsun Redi Go T(O) 1.0
Datsun,Redi Go T,Manual,2021,1/11/2021,Petrol,799.0,36150,1st owner,314000,6136,True,No,DL14,2021 Datsun Redi Go T
Datsun,Redi Go A,Manual,2021,1/3/2021,Petrol,799.0,15680,1st owner,304000,5943,True,Yes,DL7C,2021 Datsun Redi Go A
Volkswagen,Polo HIGHLINE PLUS 1.0,Manual,2020,,Petrol,999.0,53811,1st owner,706000,13802,True,No,TS09,2020 Volkswagen Polo HIGHLINE PLUS 1.0
Toyota,YARIS G MT,Manual,2020,1/9/2020,Petrol,1496.0,37628,1st owner,803000,15287,True,No,UP32,2020 Toyota YARIS G MT
